segment_id,road_name,road_type,length_m,start_lat,start_lon,end_lat,end_lon,condition_score,condition_class
SEG_055,URBAN_CONNECTOR_B,URBAN,128.3,9.930537587544803,76.24951544299552,9.93003352795465,76.24846176466701,54.4,POOR
SEG_056,URBAN_CONNECTOR_B,URBAN,114.1,9.93003352795465,76.24846176466701,9.929402040229983,76.24764105968904,60.4,MODERATE
SEG_057,URBAN_CONNECTOR_B,URBAN,101.8,9.929402040229983,76.24764105968904,9.928859683678759,76.24689235069832,62.5,MODERATE
SEG_058,URBAN_CONNECTOR_B,URBAN,157.1,9.928859683678759,76.24689235069832,9.927835907224978,76.24590444254682,50.3,POOR
SEG_059,URBAN_CONNECTOR_B,URBAN,126.0,9.927835907224978,76.24590444254682,9.926965502727754,76.24516717363088,55.6,MODERATE
SEG_060,URBAN_CONNECTOR_B,URBAN,140.5,9.926965502727754,76.24516717363088,9.925997546842494,76.24434281738922,51.0,POOR
SEG_061,URBAN_CONNECTOR_B,URBAN,93.0,9.925997546842494,76.24434281738922,9.925341187839743,76.24381624482828,67.6,MODERATE
SEG_062,URBAN_CONNECTOR_B,URBAN,89.0,9.925341187839743,76.24381624482828,9.924724551953792,76.24329887177407,53.0,POOR
SEG_063,URBAN_CONNECTOR_B,URBAN,116.3,9.924724551953792,76.24329887177407,9.924039354387203,76.24249621117747,57.3,MODERATE
SEG_064,URBAN_CONNECTOR_B,URBAN,94.8,9.924039354387203,76.24249621117747,9.923509486205605,76.24181789296722,67.6,MODERATE
SEG_065,URBAN_CONNECTOR_B,URBAN,101.2,9.923509486205605,76.24181789296722,9.92284669382012,76.24118462714068,58.2,MODERATE
SEG_066,URBAN_CONNECTOR_B,URBAN,140.2,9.92284669382012,76.24118462714068,9.921836792506646,76.24041827508006,56.3,MODERATE
SEG_067,URBAN_CONNECTOR_B,URBAN,141.1,9.921836792506646,76.24041827508006,9.920707280297654,76.23983046660089,69.8,MODERATE
SEG_068,URBAN_CONNECTOR_B,URBAN,176.1,9.920707280297654,76.23983046660089,9.919279167104685,76.23913630102675,60.9,MODERATE
SEG_069,URBAN_CONNECTOR_B,URBAN,159.4,9.919279167104685,76.23913630102675,9.91791988180693,76.23867522455703,53.5,POOR
SEG_070,URBAN_CONNECTOR_B,URBAN,131.2,9.91791988180693,76.23867522455703,9.91684460750977,76.23818136427667,64.1,MODERATE
SEG_071,URBAN_CONNECTOR_B,URBAN,174.1,9.91684460750977,76.23818136427667,9.915732508810315,76.23706259334176,60.8,MODERATE
SEG_072,URBAN_CONNECTOR_B,URBAN,130.0,9.915732508810315,76.23706259334176,9.914809023616343,76.23633505138537,61.2,MODERATE
SEG_073,URBAN_CONNECTOR_B,URBAN,116.5,9.914809023616343,76.23633505138537,9.914002775677567,76.23565584766482,64.0,MODERATE
SEG_074,URBAN_CONNECTOR_B,URBAN,126.7,9.914002775677567,76.23565584766482,9.913090175131057,76.23496329364184,51.6,POOR
SEG_075,URBAN_CONNECTOR_B,URBAN,163.5,9.913090175131057,76.23496329364184,9.911638741951508,76.23520208355683,54.4,POOR
SEG_076,URBAN_CONNECTOR_B,URBAN,98.3,9.911638741951508,76.23520208355683,9.910763331084661,76.23532865906634,64.5,MODERATE
SEG_077,URBAN_CONNECTOR_B,URBAN,95.3,9.910763331084661,76.23532865906634,9.909936746953333,76.23555909070592,84.9,GOOD
SEG_078,URBAN_CONNECTOR_B,URBAN,111.7,9.909936746953333,76.23555909070592,9.908985425129588,76.23588709858575,82.2,GOOD
SEG_079,URBAN_CONNECTOR_B,URBAN,154.1,9.908985425129588,76.23588709858575,9.907658991172859,76.23629351138868,68.5,MODERATE
SEG_080,URBAN_CONNECTOR_B,URBAN,95.2,9.907658991172859,76.23629351138868,9.906835217559667,76.23653145698461,81.2,GOOD
SEG_081,URBAN_CONNECTOR_B,URBAN,106.9,9.906835217559667,76.23653145698461,9.905928557800078,76.23685518271054,64.4,MODERATE
SEG_082,URBAN_CONNECTOR_B,URBAN,137.7,9.905928557800078,76.23685518271054,9.904816706658183,76.23740894807327,85.0,GOOD
SEG_083,URBAN_CONNECTOR_B,URBAN,163.8,9.904816706658183,76.23740894807327,9.903371581874374,76.23770034574488,77.3,GOOD
SEG_084,URBAN_CONNECTOR_B,URBAN,115.1,9.903371581874374,76.23770034574488,9.902340745519076,76.23779862479853,77.0,GOOD
SEG_085,URBAN_CONNECTOR_B,URBAN,112.6,9.902340745519076,76.23779862479853,9.901327980916275,76.23777788669531,64.1,MODERATE
SEG_086,URBAN_CONNECTOR_B,URBAN,109.3,9.901327980916275,76.23777788669531,9.900344872885336,76.23777685672314,82.6,GOOD
SEG_087,URBAN_CONNECTOR_B,URBAN,100.6,9.900344872885336,76.23777685672314,9.89944263620076,76.23784932965395,62.7,MODERATE
SEG_088,URBAN_CONNECTOR_B,URBAN,126.3,9.89944263620076,76.23784932965395,9.89831675430022,76.238004043258,67.5,MODERATE
SEG_089,URBAN_CONNECTOR_B,URBAN,169.7,9.89831675430022,76.238004043258,9.8968545486143,76.23844807741261,65.3,MODERATE
SEG_090,URBAN_CONNECTOR_B,URBAN,169.6,9.8968545486143,76.23844807741261,9.895336355309977,76.23859921785038,79.9,GOOD
SEG_091,RESIDENTIAL_LINK_C,RESIDENTIAL,134.3,9.895336355309977,76.23859921785038,9.894136243540254,76.23873654592478,61.6,MODERATE
SEG_092,RESIDENTIAL_LINK_C,RESIDENTIAL,158.3,9.894136243540254,76.23873654592478,9.892713840041118,76.23866819312116,77.9,GOOD
SEG_093,RESIDENTIAL_LINK_C,RESIDENTIAL,120.5,9.892713840041118,76.23866819312116,9.891630184686313,76.23867138273533,72.1,MODERATE
SEG_094,RESIDENTIAL_LINK_C,RESIDENTIAL,155.9,9.891630184686313,76.23867138273533,9.890229454116136,76.23860096748751,57.8,MODERATE
SEG_095,RESIDENTIAL_LINK_C,RESIDENTIAL,174.0,9.890229454116136,76.23860096748751,9.888668698722679,76.23848690924103,57.1,MODERATE
SEG_096,RESIDENTIAL_LINK_C,RESIDENTIAL,96.7,9.888668698722679,76.23848690924103,9.887803339578111,76.23857086072621,58.2,MODERATE
SEG_097,RESIDENTIAL_LINK_C,RESIDENTIAL,99.6,9.887803339578111,76.23857086072621,9.886913902208292,76.23846629655691,70.9,MODERATE
SEG_098,RESIDENTIAL_LINK_C,RESIDENTIAL,141.9,9.886913902208292,76.23846629655691,9.885640385403784,76.23837762359585,75.4,GOOD
SEG_099,RESIDENTIAL_LINK_C,RESIDENTIAL,114.5,9.885640385403784,76.23837762359585,9.884613128997211,76.23844734421448,62.5,MODERATE
SEG_100,RESIDENTIAL_LINK_C,RESIDENTIAL,177.3,9.884613128997211,76.23844734421448,9.883018532005766,76.23842818962487,76.5,GOOD
SEG_101,RESIDENTIAL_LINK_C,RESIDENTIAL,98.7,9.883018532005766,76.23842818962487,9.882131224744716,76.23841809483031,58.3,MODERATE
SEG_102,RESIDENTIAL_LINK_C,RESIDENTIAL,106.8,9.882131224744716,76.23841809483031,9.88117191453073,76.23836697436218,75.4,GOOD
SEG_103,RESIDENTIAL_LINK_C,RESIDENTIAL,149.4,9.88117191453073,76.23836697436218,9.879831238707407,76.23828042011587,78.3,GOOD
SEG_104,RESIDENTIAL_LINK_C,RESIDENTIAL,133.1,9.879831238707407,76.23828042011587,9.878655088470687,76.23850625827572,74.8,MODERATE
SEG_105,RESIDENTIAL_LINK_C,RESIDENTIAL,140.2,9.878655088470687,76.23850625827572,9.87744682746004,76.2388722152291,73.1,MODERATE
SEG_106,RESIDENTIAL_LINK_C,RESIDENTIAL,161.4,9.87744682746004,76.2388722152291,9.876108429189896,76.23944221804425,76.3,GOOD
SEG_107,RESIDENTIAL_LINK_C,RESIDENTIAL,155.2,9.876108429189896,76.23944221804425,9.874769097862123,76.23984105127101,57.9,MODERATE
SEG_108,RESIDENTIAL_LINK_C,RESIDENTIAL,96.8,9.874769097862123,76.23984105127101,9.87393322407703,76.24008651693816,61.6,MODERATE
SEG_109,RESIDENTIAL_LINK_C,RESIDENTIAL,122.8,9.87393322407703,76.24008651693816,9.87285620873374,76.24033320772378,59.9,MODERATE
SEG_110,RESIDENTIAL_LINK_C,RESIDENTIAL,131.4,9.87285620873374,76.24033320772378,9.871714684597249,76.24064389148873,68.6,MODERATE
SEG_111,RESIDENTIAL_LINK_C,RESIDENTIAL,175.8,9.871714684597249,76.24064389148873,9.870164158283652,76.24095674926298,74.1,MODERATE
SEG_112,RESIDENTIAL_LINK_C,RESIDENTIAL,87.4,9.870164158283652,76.24095674926298,9.869502831700384,76.24052621660564,71.5,MODERATE
SEG_113,RESIDENTIAL_LINK_C,RESIDENTIAL,145.2,9.869502831700384,76.24052621660564,9.868424829481697,76.2397777723254,76.6,GOOD
SEG_114,RESIDENTIAL_LINK_C,RESIDENTIAL,98.3,9.868424829481697,76.2397777723254,9.867635369863647,76.23937331487446,60.6,MODERATE
SEG_115,RESIDENTIAL_LINK_C,RESIDENTIAL,176.8,9.867635369863647,76.23937331487446,9.86623652158979,76.23860625891848,73.9,MODERATE
SEG_116,RESIDENTIAL_LINK_C,RESIDENTIAL,173.6,9.86623652158979,76.23860625891848,9.865067299942183,76.2375556474808,61.4,MODERATE
SEG_117,RESIDENTIAL_LINK_C,RESIDENTIAL,129.4,9.865067299942183,76.2375556474808,9.86416940956652,76.23680422149914,63.2,MODERATE
SEG_118,RESIDENTIAL_LINK_C,RESIDENTIAL,86.7,9.86416940956652,76.23680422149914,9.863533655646885,76.23634612919307,73.3,MODERATE
SEG_119,RESIDENTIAL_LINK_C,RESIDENTIAL,163.8,9.863533655646885,76.23634612919307,9.862470676574691,76.23531105019174,79.5,GOOD
SEG_120,RESIDENTIAL_LINK_C,RESIDENTIAL,107.1,9.862470676574691,76.23531105019174,9.86172461331168,76.23469272698571,71.1,MODERATE
SEG_121,RESIDENTIAL_LINK_C,RESIDENTIAL,142.6,9.86172461331168,76.23469272698571,9.860715542880403,76.23388981888013,58.3,MODERATE
SEG_122,RESIDENTIAL_LINK_C,RESIDENTIAL,120.5,9.860715542880403,76.23388981888013,9.859820901983184,76.23326833862166,71.2,MODERATE
SEG_123,RESIDENTIAL_LINK_C,RESIDENTIAL,146.9,9.859820901983184,76.23326833862166,9.858842853329843,76.23236646393161,58.0,MODERATE
SEG_124,RESIDENTIAL_LINK_C,RESIDENTIAL,128.1,9.858842853329843,76.23236646393161,9.857844515602228,76.23178258964322,77.3,GOOD
SEG_125,RESIDENTIAL_LINK_C,RESIDENTIAL,107.5,9.857844515602228,76.23178258964322,9.857159295115263,76.23109059515821,73.3,MODERATE
SEG_126,RESIDENTIAL_LINK_C,RESIDENTIAL,162.6,9.857159295115263,76.23109059515821,9.85599438176048,76.23019383920428,61.5,MODERATE
SEG_127,RESIDENTIAL_LINK_C,RESIDENTIAL,91.3,9.85599438176048,76.23019383920428,9.855553269463096,76.22949068895377,63.2,MODERATE
SEG_128,RESIDENTIAL_LINK_C,RESIDENTIAL,98.9,9.855553269463096,76.22949068895377,9.8550423697211,76.22875187925649,61.3,MODERATE
SEG_129,RESIDENTIAL_LINK_C,RESIDENTIAL,114.5,9.8550423697211,76.22875187925649,9.854640697786557,76.22778970917852,45.4,POOR
SEG_130,RESIDENTIAL_LINK_C,RESIDENTIAL,172.5,9.854640697786557,76.22778970917852,9.853992965268926,76.22635904503284,55.8,MODERATE
SEG_131,RESIDENTIAL_LINK_C,RESIDENTIAL,112.0,9.853992965268926,76.22635904503284,9.853621414009327,76.22540834515814,49.3,POOR
SEG_132,RESIDENTIAL_LINK_C,RESIDENTIAL,96.0,9.853621414009327,76.22540834515814,9.853290099779883,76.22459944332934,52.3,POOR
SEG_133,RESIDENTIAL_LINK_C,RESIDENTIAL,90.3,9.853290099779883,76.22459944332934,9.852956818233343,76.22384818454657,53.6,POOR
SEG_134,RESIDENTIAL_LINK_C,RESIDENTIAL,90.1,9.852956818233343,76.22384818454657,9.852645324494706,76.22308924668937,62.1,MODERATE
SEG_135,RESIDENTIAL_LINK_C,RESIDENTIAL,149.7,9.852645324494706,76.22308924668937,9.852200125134368,76.22179999565367,46.1,POOR
SEG_136,JUNCTION_LOOP_D,URBAN,115.2,9.852200125134368,76.22179999565367,9.8518760545869,76.22080115015024,64.0,MODERATE
SEG_137,JUNCTION_LOOP_D,URBAN,168.1,9.8518760545869,76.22080115015024,9.851412471658806,76.21934044405293,58.4,MODERATE
SEG_138,JUNCTION_LOOP_D,URBAN,89.1,9.851412471658806,76.21934044405293,9.851100490994158,76.21859103317172,56.0,MODERATE
SEG_139,JUNCTION_LOOP_D,URBAN,108.7,9.851100490994158,76.21859103317172,9.850709363686207,76.21768180172967,57.0,MODERATE
SEG_140,JUNCTION_LOOP_D,URBAN,124.5,9.850709363686207,76.21768180172967,9.850465542849877,76.21657224453111,51.2,POOR
SEG_141,JUNCTION_LOOP_D,URBAN,120.5,9.850465542849877,76.21657224453111,9.85013222277077,76.21552573217059,67.0,MODERATE
SEG_142,JUNCTION_LOOP_D,URBAN,94.7,9.85013222277077,76.21552573217059,9.849896342371352,76.21469553915699,59.8,MODERATE
SEG_143,JUNCTION_LOOP_D,URBAN,89.9,9.849896342371352,76.21469553915699,9.849787294922045,76.21388211637668,61.9,MODERATE
SEG_144,JUNCTION_LOOP_D,URBAN,94.4,9.849787294922045,76.21388211637668,9.849722338806524,76.21302283734985,60.5,MODERATE
SEG_145,JUNCTION_LOOP_D,URBAN,170.8,9.849722338806524,76.21302283734985,9.84977873258408,76.21146530468775,67.6,MODERATE
SEG_146,JUNCTION_LOOP_D,URBAN,161.2,9.84977873258408,76.21146530468775,9.849635550366742,76.21000117303151,67.3,MODERATE
SEG_147,JUNCTION_LOOP_D,URBAN,146.0,9.849635550366742,76.21000117303151,9.84954799906415,76.20867115786666,64.4,MODERATE
SEG_148,JUNCTION_LOOP_D,URBAN,97.8,9.84954799906415,76.20867115786666,9.849458101203364,76.20778329961149,63.9,MODERATE
SEG_149,JUNCTION_LOOP_D,URBAN,133.9,9.849458101203364,76.20778329961149,9.850188707559282,76.2068123078459,61.4,MODERATE
SEG_150,JUNCTION_LOOP_D,URBAN,129.0,9.850188707559282,76.2068123078459,9.85104612406042,76.20601958562258,57.8,MODERATE
SEG_151,JUNCTION_LOOP_D,URBAN,145.8,9.85104612406042,76.20601958562258,9.851989238501012,76.20509555887509,76.6,GOOD
SEG_152,JUNCTION_LOOP_D,URBAN,98.3,9.851989238501012,76.20509555887509,9.85264691319697,76.20449627268022,71.5,MODERATE
SEG_153,JUNCTION_LOOP_D,URBAN,124.6,9.85264691319697,76.20449627268022,9.853302192152572,76.20357362976279,71.4,MODERATE
SEG_154,JUNCTION_LOOP_D,URBAN,119.9,9.853302192152572,76.20357362976279,9.854102061548613,76.20283949121949,67.0,MODERATE
SEG_155,JUNCTION_LOOP_D,URBAN,116.1,9.854102061548613,76.20283949121949,9.854946042371319,76.20221538949988,75.5,GOOD
SEG_156,JUNCTION_LOOP_D,URBAN,150.1,9.854946042371319,76.20221538949988,9.856031413867257,76.2014000786279,69.3,MODERATE
SEG_157,JUNCTION_LOOP_D,URBAN,175.1,9.856031413867257,76.2014000786279,9.857258141463788,76.20039733324302,62.8,MODERATE
SEG_158,JUNCTION_LOOP_D,URBAN,130.7,9.857258141463788,76.20039733324302,9.85822361074034,76.19971708098421,71.6,MODERATE
SEG_159,JUNCTION_LOOP_D,URBAN,135.9,9.85822361074034,76.19971708098421,9.859316864108942,76.19916321364985,72.9,MODERATE
SEG_160,JUNCTION_LOOP_D,URBAN,147.0,9.859316864108942,76.19916321364985,9.86059776556084,76.19883138284592,67.2,MODERATE
