event_id,bus_id,pass_id,segment_id,timestamp_start,timestamp_peak,timestamp_end,latitude,longitude,event_type,severity,ground_truth,detection_probability
E_00016,BUS_001,PASS_01_001_01,SEG_051,2026-09-18T06:30:06.800000,2026-09-18T06:30:07.300000,2026-09-18T06:30:07.800000,9.932202607650247,76.25297843672665,POTHOLE,1,1,0.717
E_00017,BUS_001,PASS_01_001_01,SEG_053,2026-09-18T06:30:04.600000,2026-09-18T06:30:07.500000,2026-09-18T06:30:10.400000,9.931101925634538,76.25075959203572,ROUGHNESS,2,1,0.813
E_00018,BUS_001,PASS_01_001_01,SEG_054,2026-09-18T06:30:04.300000,2026-09-18T06:30:06.500000,2026-09-18T06:30:08.700000,9.930663390340602,76.24976328997312,ROUGHNESS,3,1,0.824
E_00019,BUS_001,PASS_01_001_01,SEG_057,2026-09-18T06:30:04.700000,2026-09-18T06:30:05.200000,2026-09-18T06:30:05.700000,9.929319798945167,76.2472765569334,POTHOLE,1,1,0.801
E_00020,BUS_001,PASS_01_001_01,SEG_058,2026-09-18T06:30:07.600000,2026-09-18T06:30:08.100000,2026-09-18T06:30:08.600000,9.92837635310479,76.24637632938979,POTHOLE,1,1,0.745
E_00021,BUS_001,PASS_01_001_01,SEG_059,2026-09-18T06:30:04.200000,2026-09-18T06:30:07.100000,2026-09-18T06:30:10,9.92753344358637,76.2454727147927,ROUGHNESS,2,1,0.824
E_00022,BUS_001,PASS_01_001_01,SEG_060,2026-09-18T06:30:09.900000,2026-09-18T06:30:10,2026-09-18T06:30:10.100000,9.926289325632165,76.2445855912468,POTHOLE,5,1,0.97
E_00023,BUS_001,PASS_01_001_01,SEG_060,2026-09-18T06:30:03.200000,2026-09-18T06:30:06.500000,2026-09-18T06:30:09.800000,9.926657760759587,76.24484496643204,ROUGHNESS,1,1,0.798
E_00024,BUS_001,PASS_01_001_01,SEG_061,2026-09-18T06:30:04,2026-09-18T06:30:04.500000,2026-09-18T06:30:05,9.92567679199312,76.2441106206937,POTHOLE,4,1,0.88
E_00025,BUS_001,PASS_01_001_01,SEG_062,2026-09-18T06:30:04.800000,2026-09-18T06:30:05.300000,2026-09-18T06:30:05.800000,9.92502983075364,76.24355919310302,POTHOLE,1,1,0.779
E_00026,BUS_001,PASS_01_001_01,SEG_063,2026-09-18T06:30:04.200000,2026-09-18T06:30:06.900000,2026-09-18T06:30:09.600000,9.924384318280508,76.24279101122295,ROUGHNESS,3,1,0.867
E_00027,BUS_001,PASS_01_001_01,SEG_067,2026-09-18T06:30:05.800000,2026-09-18T06:30:06.300000,2026-09-18T06:30:06.800000,9.921306862954056,76.24018449897443,POTHOLE,3,1,0.856
E_00028,BUS_001,PASS_01_001_01,SEG_068,2026-09-18T06:30:08.400000,2026-09-18T06:30:08.900000,2026-09-18T06:30:09.400000,9.919970634908248,76.23949084706571,POTHOLE,3,1,0.858
E_00029,BUS_001,PASS_01_001_01,SEG_070,2026-09-18T06:30:06.500000,2026-09-18T06:30:07,2026-09-18T06:30:07.500000,9.917452246269413,76.23847902634559,POTHOLE,1,1,0.769
E_00030,BUS_001,PASS_01_001_01,SEG_071,2026-09-18T06:30:10.200000,2026-09-18T06:30:11.600000,2026-09-18T06:30:13,9.916145900987948,76.23738024643757,BROKEN_PATCH,4,1,0.84
E_00031,BUS_001,PASS_01_001_01,SEG_074,2026-09-18T06:30:04.300000,2026-09-18T06:30:05.300000,2026-09-18T06:30:06.300000,9.913691022413044,76.23548869828396,BROKEN_PATCH,1,1,0.777
E_00032,BUS_001,PASS_01_001_01,SEG_076,2026-09-18T06:30:05,2026-09-18T06:30:05.800000,2026-09-18T06:30:06.600000,9.911108730878594,76.23533368208373,BROKEN_PATCH,2,1,0.787
E_00033,BUS_001,PASS_01_001_01,SEG_078,2026-09-18T06:30:04.300000,2026-09-18T06:30:05.200000,2026-09-18T06:30:06.100000,9.909519398739976,76.23570688644907,BROKEN_PATCH,4,1,0.922
E_00034,BUS_001,PASS_01_001_01,SEG_089,2026-09-18T06:30:06.400000,2026-09-18T06:30:07,2026-09-18T06:30:07.600000,9.897883547783158,76.23808942265256,SPEED_BREAKER,5,1,0.947
E_00035,BUS_001,PASS_01_001_01,SEG_093,2026-09-18T06:30:07.500000,2026-09-18T06:30:08.100000,2026-09-18T06:30:08.700000,9.892301108374644,76.23863516410081,SPEED_BREAKER,1,1,0.781
E_00036,BUS_001,PASS_01_001_01,SEG_094,2026-09-18T06:30:10.300000,2026-09-18T06:30:10.900000,2026-09-18T06:30:11.500000,9.890817508622767,76.2386187594739,SPEED_BREAKER,5,1,0.946
E_00037,BUS_001,PASS_01_001_01,SEG_095,2026-09-18T06:30:06.100000,2026-09-18T06:30:06.700000,2026-09-18T06:30:07.300000,9.889678833202776,76.23851481313925,SPEED_BREAKER,3,1,0.881
E_00038,BUS_001,PASS_01_001_01,SEG_100,2026-09-18T06:30:08.600000,2026-09-18T06:30:09.200000,2026-09-18T06:30:09.800000,9.88376656999865,76.23842592397892,SPEED_BREAKER,5,1,0.922
E_00039,BUS_001,PASS_01_001_01,SEG_101,2026-09-18T06:30:04.300000,2026-09-18T06:30:07.900000,2026-09-18T06:30:11.500000,9.882663597245477,76.23841974288891,ROUGHNESS,4,1,0.886
E_00040,BUS_001,PASS_01_001_01,SEG_104,2026-09-18T06:30:05.900000,2026-09-18T06:30:06.500000,2026-09-18T06:30:07.100000,9.879292315194016,76.23826067646613,SPEED_BREAKER,1,1,0.797
E_00041,BUS_001,PASS_01_001_01,SEG_105,2026-09-18T06:30:07.100000,2026-09-18T06:30:07.700000,2026-09-18T06:30:08.300000,9.878193010200858,76.2387360391885,SPEED_BREAKER,1,1,0.769
E_00042,BUS_001,PASS_01_001_01,SEG_106,2026-09-18T06:30:07,2026-09-18T06:30:10.900000,2026-09-18T06:30:14.800000,9.87654458950526,76.23923419922055,ROUGHNESS,3,1,0.939
E_00043,BUS_001,PASS_01_001_01,SEG_107,2026-09-18T06:30:06.300000,2026-09-18T06:30:06.500000,2026-09-18T06:30:06.600000,9.875608083692521,76.23948194874093,POTHOLE,5,1,0.954
E_00044,BUS_001,PASS_01_001_01,SEG_107,2026-09-18T06:30:06.700000,2026-09-18T06:30:10.600000,2026-09-18T06:30:14.500000,9.875318580187178,76.2397570521606,ROUGHNESS,3,1,0.825
E_00045,BUS_001,PASS_01_001_01,SEG_108,2026-09-18T06:30:04.600000,2026-09-18T06:30:05.100000,2026-09-18T06:30:05.600000,9.874473238677474,76.24004519562814,POTHOLE,1,1,0.771
E_00046,BUS_001,PASS_01_001_01,SEG_109,2026-09-18T06:30:04.900000,2026-09-18T06:30:08.800000,2026-09-18T06:30:12.700000,9.8733420841088,76.23991285698976,ROUGHNESS,3,1,0.818
E_00047,BUS_001,PASS_01_001_01,SEG_112,2026-09-18T06:30:06.100000,2026-09-18T06:30:06.600000,2026-09-18T06:30:07.100000,9.869842090729982,76.24068535814595,POTHOLE,4,1,0.845
E_00048,BUS_001,PASS_01_001_01,SEG_113,2026-09-18T06:30:09.700000,2026-09-18T06:30:10.200000,2026-09-18T06:30:10.700000,9.868918874442477,76.2401222335246,POTHOLE,5,1,0.966
E_00049,BUS_001,PASS_01_001_01,SEG_114,2026-09-18T06:30:02.600000,2026-09-18T06:30:05.500000,2026-09-18T06:30:08.400000,9.868086454453433,76.23959140073882,ROUGHNESS,3,1,0.837
E_00050,BUS_001,PASS_01_001_01,SEG_115,2026-09-18T06:30:06.400000,2026-09-18T06:30:10.300000,2026-09-18T06:30:14.200000,9.866857676674378,76.23893156246604,ROUGHNESS,5,1,0.957
E_00051,BUS_001,PASS_01_001_01,SEG_116,2026-09-18T06:30:07.200000,2026-09-18T06:30:07.700000,2026-09-18T06:30:08.200000,9.865725011761455,76.2380498508791,POTHOLE,2,1,0.84
E_00052,BUS_001,PASS_01_001_01,SEG_117,2026-09-18T06:30:06.700000,2026-09-18T06:30:07.200000,2026-09-18T06:30:07.700000,9.864698370512789,76.23722960303205,POTHOLE,1,1,0.738
E_00053,BUS_001,PASS_01_001_01,SEG_118,2026-09-18T06:30:05.800000,2026-09-18T06:30:06.300000,2026-09-18T06:30:06.800000,9.863766195124438,76.23645275389579,POTHOLE,4,1,0.893
E_00054,BUS_001,PASS_01_001_01,SEG_119,2026-09-18T06:30:06.300000,2026-09-18T06:30:06.800000,2026-09-18T06:30:07.300000,9.863168093314753,76.23606534603182,POTHOLE,3,1,0.866
E_00055,BUS_001,PASS_01_001_01,SEG_121,2026-09-18T06:30:06,2026-09-18T06:30:09.900000,2026-09-18T06:30:13.800000,9.86118888260721,76.23425711023917,ROUGHNESS,1,1,0.68
E_00056,BUS_001,PASS_01_001_01,SEG_122,2026-09-18T06:30:08,2026-09-18T06:30:08.500000,2026-09-18T06:30:09,9.86022318662931,76.23360995289663,POTHOLE,2,1,0.83
E_00057,BUS_001,PASS_01_001_01,SEG_123,2026-09-18T06:30:10.100000,2026-09-18T06:30:10.600000,2026-09-18T06:30:11.100000,9.859057330481619,76.23264256353976,POTHOLE,4,1,0.949
E_00058,BUS_001,PASS_01_001_01,SEG_128,2026-09-18T06:30:04.300000,2026-09-18T06:30:05.300000,2026-09-18T06:30:06.300000,9.855384113659703,76.22909439388273,BROKEN_PATCH,1,1,0.773
E_00059,BUS_001,PASS_01_001_01,SEG_133,2026-09-18T06:30:05,2026-09-18T06:30:05.900000,2026-09-18T06:30:06.800000,9.853067098439567,76.22424801602354,BROKEN_PATCH,3,1,0.898
E_00060,BUS_001,PASS_01_001_01,SEG_137,2026-09-18T06:30:09.700000,2026-09-18T06:30:11.100000,2026-09-18T06:30:12.500000,9.851590227387693,76.21992214361784,BROKEN_PATCH,4,1,0.852
E_00061,BUS_001,PASS_01_001_01,SEG_139,2026-09-18T06:30:06.300000,2026-09-18T06:30:07.200000,2026-09-18T06:30:08.100000,9.850856829865513,76.21802541435378,BROKEN_PATCH,3,1,0.791
E_00062,BUS_001,PASS_01_001_01,SEG_141,2026-09-18T06:30:05.500000,2026-09-18T06:30:06.500000,2026-09-18T06:30:07.500000,9.850341547503776,76.21611005909558,BROKEN_PATCH,1,1,0.707
E_00063,BUS_001,PASS_01_001_01,SEG_143,2026-09-18T06:30:05.400000,2026-09-18T06:30:06.200000,2026-09-18T06:30:07,9.849819570034501,76.21411944260421,BROKEN_PATCH,3,1,0.857
E_00064,BUS_001,PASS_01_001_01,SEG_144,2026-09-18T06:30:06.200000,2026-09-18T06:30:07,2026-09-18T06:30:07.800000,9.849773658468271,76.21328879649299,BROKEN_PATCH,3,1,0.871
E_00065,BUS_001,PASS_01_001_01,SEG_146,2026-09-18T06:30:09.100000,2026-09-18T06:30:09.700000,2026-09-18T06:30:10.300000,9.849743369510225,76.2106125546695,SPEED_BREAKER,1,1,0.752
E_00066,BUS_001,PASS_01_001_01,SEG_147,2026-09-18T06:30:09.700000,2026-09-18T06:30:10.200000,2026-09-18T06:30:10.700000,9.849636347421797,76.2091862040345,SPEED_BREAKER,4,1,0.877
E_00067,BUS_001,PASS_01_001_01,SEG_148,2026-09-18T06:30:06.400000,2026-09-18T06:30:06.900000,2026-09-18T06:30:07.400000,9.849501832843123,76.20811193262922,SPEED_BREAKER,3,1,0.889
E_00068,BUS_001,PASS_01_001_01,SEG_149,2026-09-18T06:30:08.400000,2026-09-18T06:30:08.900000,2026-09-18T06:30:09.400000,9.849888119481466,76.20718919464574,SPEED_BREAKER,5,1,0.955
E_00069,BUS_001,PASS_01_001_01,SEG_152,2026-09-18T06:30:04.400000,2026-09-18T06:30:04.900000,2026-09-18T06:30:05.400000,9.852257397480022,76.20482907340919,SPEED_BREAKER,3,1,0.844
E_00070,BUS_001,PASS_01_001_01,SEG_154,2026-09-18T06:30:06.200000,2026-09-18T06:30:06.700000,2026-09-18T06:30:07.200000,9.853563898761445,76.20325552706147,SPEED_BREAKER,4,1,0.897
E_00071,BUS_001,PASS_01_001_01,SEG_157,2026-09-18T06:30:07.200000,2026-09-18T06:30:07.800000,2026-09-18T06:30:08.400000,9.856486191648536,76.20084934295673,SPEED_BREAKER,5,1,0.944
E_00072,BUS_001,PASS_01_001_02,SEG_023,2026-09-18T09:00:08,2026-09-18T09:00:08.500000,2026-09-18T09:00:09,9.946611789175641,76.28018695138846,SPEED_BREAKER,4,1,0.924
E_00073,BUS_001,PASS_01_001_02,SEG_026,2026-09-18T09:00:02.500000,2026-09-18T09:00:03,2026-09-18T09:00:03.500000,9.945121260507657,76.2778005333949,SPEED_BREAKER,2,1,0.854
E_00074,BUS_001,PASS_01_001_02,SEG_028,2026-09-18T09:00:04.800000,2026-09-18T09:00:05.300000,2026-09-18T09:00:05.800000,9.944232501388857,76.27565844084266,SPEED_BREAKER,4,1,0.921
E_00075,BUS_001,PASS_01_001_02,SEG_029,2026-09-18T09:00:04.300000,2026-09-18T09:00:04.800000,2026-09-18T09:00:05.300000,9.943475344369341,76.2744181717392,SPEED_BREAKER,4,1,0.922
E_00076,BUS_001,PASS_01_001_02,SEG_033,2026-09-18T09:00:06.900000,2026-09-18T09:00:07.400000,2026-09-18T09:00:07.900000,9.940007395490102,76.27091017622728,SPEED_BREAKER,5,1,0.926
E_00077,BUS_001,PASS_01_001_02,SEG_035,2026-09-18T09:00:05.800000,2026-09-18T09:00:06.300000,2026-09-18T09:00:06.800000,9.93818219922407,76.26949161809856,SPEED_BREAKER,2,1,0.833
E_00078,BUS_001,PASS_01_001_02,SEG_036,2026-09-18T09:00:06.300000,2026-09-18T09:00:06.800000,2026-09-18T09:00:07.300000,9.937422422058264,76.26872790189158,POTHOLE,3,1,0.851
E_00079,BUS_001,PASS_01_001_02,SEG_039,2026-09-18T09:00:04.700000,2026-09-18T09:00:05.200000,2026-09-18T09:00:05.700000,9.93609616817505,76.266185752753,POTHOLE,3,1,0.821
E_00080,BUS_001,PASS_01_001_02,SEG_043,2026-09-18T09:00:07.300000,2026-09-18T09:00:07.800000,2026-09-18T09:00:08.300000,9.934852733495363,76.26127292430633,POTHOLE,1,1,0.708
E_00081,BUS_001,PASS_01_001_02,SEG_044,2026-09-18T09:00:02.800000,2026-09-18T09:00:03.300000,2026-09-18T09:00:03.800000,9.934723816223057,76.26013399894458,POTHOLE,1,1,0.742
E_00082,BUS_001,PASS_01_001_02,SEG_046,2026-09-18T09:00:07.300000,2026-09-18T09:00:07.800000,2026-09-18T09:00:08.300000,9.934232019388858,76.258289812257,POTHOLE,2,1,0.802
E_00083,BUS_001,PASS_01_001_02,SEG_048,2026-09-18T09:00:02.500000,2026-09-18T09:00:05.700000,2026-09-18T09:00:08.900000,9.933773812292781,76.25630686510861,ROUGHNESS,5,1,0.97
E_00084,BUS_001,PASS_01_001_02,SEG_049,2026-09-18T09:00:03.700000,2026-09-18T09:00:06.200000,2026-09-18T09:00:08.700000,9.933357939614801,76.25525954188082,ROUGHNESS,5,1,0.926
E_00085,BUS_001,PASS_01_001_02,SEG_050,2026-09-18T09:00:03.700000,2026-09-18T09:00:07.600000,2026-09-18T09:00:11.500000,9.93297690029126,76.2542628591379,ROUGHNESS,4,1,0.921
E_00086,BUS_001,PASS_01_001_02,SEG_053,2026-09-18T09:00:03.700000,2026-09-18T09:00:07,2026-09-18T09:00:10.300000,9.931162710252513,76.25088507371198,ROUGHNESS,5,1,0.939
E_00087,BUS_001,PASS_01_001_02,SEG_054,2026-09-18T09:00:04.600000,2026-09-18T09:00:06.900000,2026-09-18T09:00:09.200000,9.930621735338176,76.24974333145558,ROUGHNESS,3,1,0.835
E_00088,BUS_001,PASS_01_001_02,SEG_057,2026-09-18T09:00:04.500000,2026-09-18T09:00:05,2026-09-18T09:00:05.500000,9.929148116567427,76.24726292918285,POTHOLE,4,1,0.92
E_00089,BUS_001,PASS_01_001_02,SEG_058,2026-09-18T09:00:07.300000,2026-09-18T09:00:11.100000,2026-09-18T09:00:14.900000,9.928307578619613,76.24641411348725,ROUGHNESS,1,1,0.773
E_00090,BUS_001,PASS_01_001_02,SEG_059,2026-09-18T09:00:05.600000,2026-09-18T09:00:08.600000,2026-09-18T09:00:11.600000,9.927455415474968,76.24538630137124,ROUGHNESS,1,1,0.7
E_00091,BUS_001,PASS_01_001_02,SEG_060,2026-09-18T09:00:04.600000,2026-09-18T09:00:08,2026-09-18T09:00:11.400000,9.926503753991923,76.24472007886868,ROUGHNESS,3,1,0.823
E_00092,BUS_001,PASS_01_001_02,SEG_063,2026-09-18T09:00:04.500000,2026-09-18T09:00:07.400000,2026-09-18T09:00:10.300000,9.924361071408825,76.2428220856696,ROUGHNESS,3,1,0.843
E_00093,BUS_001,PASS_01_001_02,SEG_065,2026-09-18T09:00:06.300000,2026-09-18T09:00:06.800000,2026-09-18T09:00:07.300000,9.923128789982027,76.24142896535142,POTHOLE,3,1,0.775
E_00094,BUS_001,PASS_01_001_02,SEG_065,2026-09-18T09:00:03.500000,2026-09-18T09:00:04.400000,2026-09-18T09:00:05.300000,9.923258998492965,76.24158058689264,BROKEN_PATCH,5,1,0.97
E_00095,BUS_001,PASS_01_001_02,SEG_068,2026-09-18T09:00:10.700000,2026-09-18T09:00:11.200000,2026-09-18T09:00:11.700000,9.919828278195958,76.23944117366732,POTHOLE,1,1,0.68
E_00096,BUS_001,PASS_01_001_02,SEG_071,2026-09-18T09:00:07.200000,2026-09-18T09:00:08.600000,2026-09-18T09:00:10,9.916292839093689,76.23766966684205,BROKEN_PATCH,5,1,0.948
E_00097,BUS_001,PASS_01_001_02,SEG_074,2026-09-18T09:00:07.600000,2026-09-18T09:00:09,2026-09-18T09:00:10.400000,9.913398490892586,76.23514889748232,BROKEN_PATCH,5,1,0.916
E_00098,BUS_001,PASS_01_001_02,SEG_076,2026-09-18T09:00:05.700000,2026-09-18T09:00:06.800000,2026-09-18T09:00:07.900000,9.911213721645357,76.23529532258613,BROKEN_PATCH,2,1,0.822
E_00099,BUS_001,PASS_01_001_02,SEG_087,2026-09-18T09:00:05.700000,2026-09-18T09:00:06.200000,2026-09-18T09:00:06.700000,9.89992628203538,76.23787703366239,SPEED_BREAKER,3,1,0.847
E_00100,BUS_001,PASS_01_001_02,SEG_094,2026-09-18T09:00:09.400000,2026-09-18T09:00:10,2026-09-18T09:00:10.600000,9.890730743090215,76.23863016344363,SPEED_BREAKER,1,1,0.738
E_00101,BUS_001,PASS_01_001_02,SEG_095,2026-09-18T09:00:07,2026-09-18T09:00:07.600000,2026-09-18T09:00:08.200000,9.889548639782095,76.23854882847584,SPEED_BREAKER,2,1,0.806
E_00102,BUS_001,PASS_01_001_02,SEG_098,2026-09-18T09:00:08.100000,2026-09-18T09:00:08.700000,2026-09-18T09:00:09.300000,9.886291409539231,76.23841920349199,SPEED_BREAKER,1,1,0.758
E_00103,BUS_001,PASS_01_001_02,SEG_101,2026-09-18T09:00:05.100000,2026-09-18T09:00:08.400000,2026-09-18T09:00:11.700000,9.882587519905957,76.23852977889187,ROUGHNESS,3,1,0.894
E_00104,BUS_001,PASS_01_001_02,SEG_104,2026-09-18T09:00:10.700000,2026-09-18T09:00:11.300000,2026-09-18T09:00:11.900000,9.87910968039604,76.23843565084897,SPEED_BREAKER,3,1,0.876
E_00105,BUS_001,PASS_01_001_02,SEG_107,2026-09-18T09:00:09.700000,2026-09-18T09:00:10.200000,2026-09-18T09:00:10.700000,9.87531144945934,76.239769336266,POTHOLE,4,1,0.888
E_00106,BUS_001,PASS_01_001_02,SEG_108,2026-09-18T09:00:04.500000,2026-09-18T09:00:05,2026-09-18T09:00:05.500000,9.874478330963289,76.23993900401797,POTHOLE,4,1,0.94
E_00107,BUS_001,PASS_01_001_02,SEG_109,2026-09-18T09:00:11,2026-09-18T09:00:11.300000,2026-09-18T09:00:11.500000,9.873320115346148,76.24027580436903,POTHOLE,2,1,0.84
E_00108,BUS_001,PASS_01_001_02,SEG_109,2026-09-18T09:00:03.300000,2026-09-18T09:00:07.100000,2026-09-18T09:00:10.900000,9.873547172498153,76.24016231113663,ROUGHNESS,1,1,0.764
E_00109,BUS_001,PASS_01_001_02,SEG_110,2026-09-18T09:00:08.700000,2026-09-18T09:00:09.200000,2026-09-18T09:00:09.700000,9.872242527790423,76.24061966694829,POTHOLE,5,1,0.964
E_00110,BUS_001,PASS_01_001_02,SEG_111,2026-09-18T09:00:06,2026-09-18T09:00:06.500000,2026-09-18T09:00:07,9.871096984187602,76.2406749019147,POTHOLE,2,1,0.773
E_00111,BUS_001,PASS_01_001_02,SEG_112,2026-09-18T09:00:05.300000,2026-09-18T09:00:08,2026-09-18T09:00:10.700000,9.869692563411864,76.24061200638714,ROUGHNESS,3,1,0.849
E_00112,BUS_001,PASS_01_001_02,SEG_113,2026-09-18T09:00:09.500000,2026-09-18T09:00:10,2026-09-18T09:00:10.500000,9.868913785613993,76.24018751806139,POTHOLE,1,1,0.737
E_00113,BUS_001,PASS_01_001_02,SEG_114,2026-09-18T09:00:05.600000,2026-09-18T09:00:08.600000,2026-09-18T09:00:11.600000,9.867879578070935,76.23946906659219,ROUGHNESS,1,1,0.765
E_00114,BUS_001,PASS_01_001_02,SEG_117,2026-09-18T09:00:10.300000,2026-09-18T09:00:10.800000,2026-09-18T09:00:11.300000,9.864542096120788,76.23709946887993,POTHOLE,2,1,0.791
E_00115,BUS_001,PASS_01_001_02,SEG_118,2026-09-18T09:00:06.400000,2026-09-18T09:00:06.900000,2026-09-18T09:00:07.400000,9.863815535168428,76.23646732781981,POTHOLE,2,1,0.764
E_00116,BUS_001,PASS_01_001_02,SEG_119,2026-09-18T09:00:08.200000,2026-09-18T09:00:08.700000,2026-09-18T09:00:09.200000,9.862975547492137,76.23584481401336,POTHOLE,1,1,0.734
E_00117,BUS_001,PASS_01_001_02,SEG_121,2026-09-18T09:00:04.700000,2026-09-18T09:00:08.600000,2026-09-18T09:00:12.500000,9.861226532025027,76.23429897212436,ROUGHNESS,5,1,0.926
E_00118,BUS_001,PASS_01_001_02,SEG_122,2026-09-18T09:00:08.900000,2026-09-18T09:00:09.400000,2026-09-18T09:00:09.900000,9.860238776768323,76.23350621730194,POTHOLE,4,1,0.841
E_00119,BUS_001,PASS_01_001_02,SEG_122,2026-09-18T09:00:04.700000,2026-09-18T09:00:06,2026-09-18T09:00:07.300000,9.860540709474469,76.2336629894431,BROKEN_PATCH,3,1,0.884
E_00120,BUS_001,PASS_01_001_02,SEG_123,2026-09-18T09:00:06.800000,2026-09-18T09:00:08.200000,2026-09-18T09:00:09.600000,9.85926995539913,76.23284072119687,BROKEN_PATCH,1,1,0.77
E_00121,BUS_001,PASS_01_001_02,SEG_124,2026-09-18T09:00:03.200000,2026-09-18T09:00:07.100000,2026-09-18T09:00:11,9.858449845666083,76.23212377819894,ROUGHNESS,2,1,0.908
E_00122,BUS_001,PASS_01_001_02,SEG_125,2026-09-18T09:00:04,2026-09-18T09:00:07.400000,2026-09-18T09:00:10.800000,9.857597291765895,76.23144498334368,ROUGHNESS,2,1,0.82
E_00123,BUS_001,PASS_01_001_02,SEG_132,2026-09-18T09:00:04.600000,2026-09-18T09:00:05.800000,2026-09-18T09:00:07,9.853468643939914,76.22510376532743,BROKEN_PATCH,1,1,0.765
E_00124,BUS_001,PASS_01_001_02,SEG_133,2026-09-18T09:00:04.300000,2026-09-18T09:00:05.500000,2026-09-18T09:00:06.700000,9.853141944705028,76.22435780466402,BROKEN_PATCH,2,1,0.795
E_00125,BUS_001,PASS_01_001_02,SEG_137,2026-09-18T09:00:06.400000,2026-09-18T09:00:07.800000,2026-09-18T09:00:09.200000,9.851742651880334,76.22002472321127,BROKEN_PATCH,4,1,0.896
E_00126,BUS_001,PASS_01_001_02,SEG_139,2026-09-18T09:00:07.900000,2026-09-18T09:00:09.100000,2026-09-18T09:00:10.300000,9.850887043729559,76.21807830753214,BROKEN_PATCH,4,1,0.917
E_00127,BUS_001,PASS_01_001_02,SEG_141,2026-09-18T09:00:10.100000,2026-09-18T09:00:11.500000,2026-09-18T09:00:12.900000,9.85027021167378,76.21596469294646,BROKEN_PATCH,3,1,0.911
E_00128,BUS_001,PASS_01_001_02,SEG_143,2026-09-18T09:00:05.800000,2026-09-18T09:00:06.800000,2026-09-18T09:00:07.800000,9.849870659060086,76.21430080673368,BROKEN_PATCH,4,1,0.86
E_00129,BUS_001,PASS_01_001_02,SEG_144,2026-09-18T09:00:06,2026-09-18T09:00:07.100000,2026-09-18T09:00:08.200000,9.849755664346803,76.213417382126,BROKEN_PATCH,2,1,0.755
