segment_id,road_name,road_type,length_m,pass_count,affected_pass_count,unique_bus_count,event_count,pothole_count,speed_breaker_count,broken_patch_count,roughness_count,mean_severity,max_severity,confidence,condition_score,condition_class,suppressed_count,explanation,last_observed_at
SEG_022,NH_CORRIDOR_A,HIGHWAY,114.7,60,0,10,0,0,0,0,0,0,0,0.986,95,GOOD,0,Pristine corridor: 0 road hazards detected across 60 passes (10 unique buses).,2026-09-18T06:30:17
SEG_023,NH_CORRIDOR_A,HIGHWAY,161.5,60,45,10,45,0,45,0,0,2.8,5,0.838,66.4,MODERATE,3,"45 of 60 passes reported accepted hazards across 10 buses; 0 potholes, 45 speed breakers, 0 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:07.900000
SEG_024,NH_CORRIDOR_A,HIGHWAY,112.4,60,46,10,46,0,46,0,0,2.91,5,0.831,59.4,MODERATE,2,"46 of 60 passes reported accepted hazards across 10 buses; 0 potholes, 46 speed breakers, 0 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:06.300000
SEG_025,NH_CORRIDOR_A,HIGHWAY,98.3,60,42,10,42,0,42,0,0,2.83,5,0.8370000000000001,60.8,MODERATE,1,"42 of 60 passes reported accepted hazards across 10 buses; 0 potholes, 42 speed breakers, 0 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:05
SEG_026,NH_CORRIDOR_A,HIGHWAY,85.7,60,37,10,37,0,37,0,0,2.46,5,0.8170000000000001,64.1,MODERATE,0,"37 of 60 passes reported accepted hazards across 10 buses; 0 potholes, 37 speed breakers, 0 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:03.500000
SEG_027,NH_CORRIDOR_A,HIGHWAY,148.2,60,0,10,0,0,0,0,0,0,0,0.986,95,GOOD,0,Pristine corridor: 0 road hazards detected across 60 passes (10 unique buses).,2026-09-18T06:30:17
SEG_028,NH_CORRIDOR_A,HIGHWAY,159.2,60,45,10,45,0,45,0,0,2.84,5,0.83,66.1,MODERATE,0,"45 of 60 passes reported accepted hazards across 10 buses; 0 potholes, 45 speed breakers, 0 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:09
SEG_029,NH_CORRIDOR_A,HIGHWAY,139,60,46,10,46,0,46,0,0,3.22,5,0.847,61.8,MODERATE,0,"46 of 60 passes reported accepted hazards across 10 buses; 0 potholes, 46 speed breakers, 0 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:05.400000
SEG_030,NH_CORRIDOR_A,HIGHWAY,95.9,60,0,10,0,0,0,0,0,0,0,0.986,95,GOOD,1,Pristine corridor: 0 road hazards detected across 60 passes (10 unique buses).,2026-09-18T06:30:17
SEG_031,NH_CORRIDOR_A,HIGHWAY,129.8,60,0,10,0,0,0,0,0,0,0,0.986,95,GOOD,0,Pristine corridor: 0 road hazards detected across 60 passes (10 unique buses).,2026-09-18T06:30:17
SEG_032,NH_CORRIDOR_A,HIGHWAY,157.7,60,0,10,0,0,0,0,0,0,0,0.986,95,GOOD,1,Pristine corridor: 0 road hazards detected across 60 passes (10 unique buses).,2026-09-18T06:30:17
SEG_033,NH_CORRIDOR_A,HIGHWAY,137.6,60,46,10,46,0,46,0,0,2.87,5,0.8170000000000001,63.1,MODERATE,0,"46 of 60 passes reported accepted hazards across 10 buses; 0 potholes, 46 speed breakers, 0 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:06.800000
SEG_034,NH_CORRIDOR_A,HIGHWAY,113.9,60,0,10,0,0,0,0,0,0,0,0.986,95,GOOD,1,Pristine corridor: 0 road hazards detected across 60 passes (10 unique buses).,2026-09-18T06:30:17
SEG_035,NH_CORRIDOR_A,HIGHWAY,126.5,60,52,10,52,0,52,0,0,2.9,5,0.8370000000000001,56.6,MODERATE,0,"52 of 60 passes reported accepted hazards across 10 buses; 0 potholes, 52 speed breakers, 0 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:04.200000
SEG_036,NH_CORRIDOR_A,HIGHWAY,123.8,60,50,10,50,50,0,0,0,3.26,5,0.8590000000000001,50.1,MODERATE,0,"50 of 60 passes reported accepted hazards across 10 buses; 50 potholes, 0 speed breakers, 0 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:04.700000
SEG_037,NH_CORRIDOR_A,HIGHWAY,107.2,60,50,10,50,50,0,0,0,3.14,5,0.847,50.6,MODERATE,0,"50 of 60 passes reported accepted hazards across 10 buses; 50 potholes, 0 speed breakers, 0 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:04.100000
SEG_038,NH_CORRIDOR_A,HIGHWAY,112.9,60,38,10,38,38,0,0,0,2.45,5,0.8079999999999999,58.9,MODERATE,1,"38 of 60 passes reported accepted hazards across 10 buses; 38 potholes, 0 speed breakers, 0 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:05.100000
SEG_039,NH_CORRIDOR_A,HIGHWAY,137.9,60,48,10,48,48,0,0,0,2.73,5,0.83,53.4,MODERATE,0,"48 of 60 passes reported accepted hazards across 10 buses; 48 potholes, 0 speed breakers, 0 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:06.400000
SEG_040,NH_CORRIDOR_A,HIGHWAY,148.1,60,45,10,45,45,0,0,0,3.04,5,0.833,53.4,MODERATE,0,"45 of 60 passes reported accepted hazards across 10 buses; 45 potholes, 0 speed breakers, 0 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:06.700000
SEG_041,NH_CORRIDOR_A,HIGHWAY,162.3,60,41,10,41,41,0,0,0,2.93,5,0.826,59.7,MODERATE,0,"41 of 60 passes reported accepted hazards across 10 buses; 41 potholes, 0 speed breakers, 0 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:06.700000
SEG_042,NH_CORRIDOR_A,HIGHWAY,87.2,60,45,10,45,45,0,0,0,3.27,5,0.8490000000000001,52.5,MODERATE,0,"45 of 60 passes reported accepted hazards across 10 buses; 45 potholes, 0 speed breakers, 0 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:04.600000
SEG_043,NH_CORRIDOR_A,HIGHWAY,153.6,60,48,10,48,48,0,0,0,2.98,5,0.8370000000000001,52.3,MODERATE,0,"48 of 60 passes reported accepted hazards across 10 buses; 48 potholes, 0 speed breakers, 0 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:06.500000
SEG_044,NH_CORRIDOR_A,HIGHWAY,100.3,60,42,9,42,42,0,0,0,2.86,5,0.792,56.4,MODERATE,0,"42 of 60 passes reported accepted hazards across 9 buses; 42 potholes, 0 speed breakers, 0 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:04.400000
SEG_045,NH_CORRIDOR_A,HIGHWAY,99.5,60,0,10,0,0,0,0,0,0,0,0.986,95,GOOD,1,Pristine corridor: 0 road hazards detected across 60 passes (10 unique buses).,2026-09-18T06:30:17
SEG_046,URBAN_CONNECTOR_B,URBAN,127.4,60,46,10,46,46,0,0,0,2.63,5,0.8240000000000001,54.7,MODERATE,1,"46 of 60 passes reported accepted hazards across 10 buses; 46 potholes, 0 speed breakers, 0 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:09.800000
SEG_047,URBAN_CONNECTOR_B,URBAN,113.6,60,0,10,0,0,0,0,0,0,0,0.986,95,GOOD,0,Pristine corridor: 0 road hazards detected across 60 passes (10 unique buses).,2026-09-18T06:30:17
SEG_048,URBAN_CONNECTOR_B,URBAN,119.4,60,54,10,56,11,0,0,45,3.2,5,0.841,53.1,MODERATE,2,"54 of 60 passes reported accepted hazards across 10 buses; 11 potholes, 0 speed breakers, 0 broken patches, and 45 roughness events contributed to the condition estimate.",2026-09-20T09:21:08.200000
SEG_049,URBAN_CONNECTOR_B,URBAN,96.2,60,56,10,58,19,0,0,39,3.14,5,0.8440000000000001,47.7,POOR,0,"56 of 60 passes reported accepted hazards across 10 buses; 19 potholes, 0 speed breakers, 0 broken patches, and 39 roughness events contributed to the condition estimate.",2026-09-20T09:21:07.700000
SEG_050,URBAN_CONNECTOR_B,URBAN,171.3,60,57,10,62,18,0,0,44,3.19,5,0.8390000000000001,54.6,MODERATE,0,"57 of 60 passes reported accepted hazards across 10 buses; 18 potholes, 0 speed breakers, 0 broken patches, and 44 roughness events contributed to the condition estimate.",2026-09-20T09:21:11.600000
SEG_051,URBAN_CONNECTOR_B,URBAN,110.3,60,44,10,44,44,0,0,0,2.86,5,0.831,54.7,MODERATE,0,"44 of 60 passes reported accepted hazards across 10 buses; 44 potholes, 0 speed breakers, 0 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:08.200000
SEG_052,URBAN_CONNECTOR_B,URBAN,159,60,0,10,0,0,0,0,0,0,0,0.986,95,GOOD,0,Pristine corridor: 0 road hazards detected across 60 passes (10 unique buses).,2026-09-18T06:30:17
SEG_053,URBAN_CONNECTOR_B,URBAN,127.7,60,57,10,63,15,0,0,48,3,5,0.843,50.6,MODERATE,0,"57 of 60 passes reported accepted hazards across 10 buses; 15 potholes, 0 speed breakers, 0 broken patches, and 48 roughness events contributed to the condition estimate.",2026-09-20T09:21:11.100000
SEG_054,URBAN_CONNECTOR_B,URBAN,94.2,60,54,10,58,22,0,0,36,3,5,0.8340000000000001,49.4,POOR,2,"54 of 60 passes reported accepted hazards across 10 buses; 22 potholes, 0 speed breakers, 0 broken patches, and 36 roughness events contributed to the condition estimate.",2026-09-20T09:21:07.400000
SEG_055,URBAN_CONNECTOR_B,URBAN,128.3,60,0,10,0,0,0,0,0,0,0,0.986,95,GOOD,0,Pristine corridor: 0 road hazards detected across 60 passes (10 unique buses).,2026-09-18T06:30:17
SEG_056,URBAN_CONNECTOR_B,URBAN,114.1,60,0,10,0,0,0,0,0,0,0,0.986,95,GOOD,0,Pristine corridor: 0 road hazards detected across 60 passes (10 unique buses).,2026-09-18T06:30:17
SEG_057,URBAN_CONNECTOR_B,URBAN,101.8,60,46,10,46,46,0,0,0,2.61,5,0.8190000000000001,54.8,MODERATE,0,"46 of 60 passes reported accepted hazards across 10 buses; 46 potholes, 0 speed breakers, 0 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:06.800000
SEG_058,URBAN_CONNECTOR_B,URBAN,157.1,60,57,10,61,18,0,0,43,2.89,5,0.8290000000000001,54.9,MODERATE,0,"57 of 60 passes reported accepted hazards across 10 buses; 18 potholes, 0 speed breakers, 0 broken patches, and 43 roughness events contributed to the condition estimate.",2026-09-20T09:21:08
SEG_059,URBAN_CONNECTOR_B,URBAN,126,60,44,10,44,0,0,0,44,2.93,5,0.835,67.7,MODERATE,0,"44 of 60 passes reported accepted hazards across 10 buses; 0 potholes, 0 speed breakers, 0 broken patches, and 44 roughness events contributed to the condition estimate.",2026-09-20T09:21:06.300000
SEG_060,URBAN_CONNECTOR_B,URBAN,140.5,60,54,10,60,20,0,0,40,3.08,5,0.845,52.6,MODERATE,1,"54 of 60 passes reported accepted hazards across 10 buses; 20 potholes, 0 speed breakers, 0 broken patches, and 40 roughness events contributed to the condition estimate.",2026-09-20T09:21:11.600000
SEG_061,URBAN_CONNECTOR_B,URBAN,93,60,45,10,45,45,0,0,0,3.09,5,0.843,53.3,MODERATE,0,"45 of 60 passes reported accepted hazards across 10 buses; 45 potholes, 0 speed breakers, 0 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:10.800000
SEG_062,URBAN_CONNECTOR_B,URBAN,89,60,43,10,43,43,0,0,0,3.09,5,0.841,54.2,MODERATE,2,"43 of 60 passes reported accepted hazards across 10 buses; 43 potholes, 0 speed breakers, 0 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:08.800000
SEG_063,URBAN_CONNECTOR_B,URBAN,116.3,60,57,10,61,16,0,0,45,2.8,5,0.828,49.6,POOR,1,"57 of 60 passes reported accepted hazards across 10 buses; 16 potholes, 0 speed breakers, 0 broken patches, and 45 roughness events contributed to the condition estimate.",2026-09-20T09:21:11.900000
SEG_064,URBAN_CONNECTOR_B,URBAN,94.8,60,43,10,43,43,0,0,0,3,5,0.836,54.6,MODERATE,0,"43 of 60 passes reported accepted hazards across 10 buses; 43 potholes, 0 speed breakers, 0 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:07.500000
SEG_065,URBAN_CONNECTOR_B,URBAN,101.2,60,53,10,78,29,0,49,0,3.09,5,0.84,49.4,POOR,0,"53 of 60 passes reported accepted hazards across 10 buses; 29 potholes, 0 speed breakers, 49 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:10.800000
SEG_066,URBAN_CONNECTOR_B,URBAN,140.2,60,0,10,0,0,0,0,0,0,0,0.986,95,GOOD,0,Pristine corridor: 0 road hazards detected across 60 passes (10 unique buses).,2026-09-18T06:30:17
SEG_067,URBAN_CONNECTOR_B,URBAN,141.1,60,44,10,44,44,0,0,0,2.73,5,0.8290000000000001,55.2,MODERATE,2,"44 of 60 passes reported accepted hazards across 10 buses; 44 potholes, 0 speed breakers, 0 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:10
SEG_068,URBAN_CONNECTOR_B,URBAN,176.1,60,42,10,42,42,0,0,0,3.36,5,0.85,58.8,MODERATE,1,"42 of 60 passes reported accepted hazards across 10 buses; 42 potholes, 0 speed breakers, 0 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:11.200000
SEG_069,URBAN_CONNECTOR_B,URBAN,159.4,60,0,10,0,0,0,0,0,0,0,0.986,95,GOOD,1,Pristine corridor: 0 road hazards detected across 60 passes (10 unique buses).,2026-09-18T06:30:17
SEG_070,URBAN_CONNECTOR_B,URBAN,131.2,60,45,10,45,45,0,0,0,2.98,5,0.8340000000000001,53.7,MODERATE,0,"45 of 60 passes reported accepted hazards across 10 buses; 45 potholes, 0 speed breakers, 0 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:09.900000
SEG_071,URBAN_CONNECTOR_B,URBAN,174.1,60,46,10,46,0,0,46,0,3.13,5,0.846,58.2,MODERATE,0,"46 of 60 passes reported accepted hazards across 10 buses; 0 potholes, 0 speed breakers, 46 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:10.900000
SEG_072,URBAN_CONNECTOR_B,URBAN,130,60,0,10,0,0,0,0,0,0,0,0.986,95,GOOD,1,Pristine corridor: 0 road hazards detected across 60 passes (10 unique buses).,2026-09-18T06:30:17
SEG_073,URBAN_CONNECTOR_B,URBAN,116.5,60,0,10,0,0,0,0,0,0,0,0.986,95,GOOD,2,Pristine corridor: 0 road hazards detected across 60 passes (10 unique buses).,2026-09-18T06:30:17
SEG_074,URBAN_CONNECTOR_B,URBAN,126.7,60,46,10,46,0,0,46,0,2.7,5,0.83,54.4,MODERATE,0,"46 of 60 passes reported accepted hazards across 10 buses; 0 potholes, 0 speed breakers, 46 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:09.300000
SEG_075,URBAN_CONNECTOR_B,URBAN,163.5,60,0,10,0,0,0,0,0,0,0,0.986,95,GOOD,0,Pristine corridor: 0 road hazards detected across 60 passes (10 unique buses).,2026-09-18T06:30:17
SEG_076,URBAN_CONNECTOR_B,URBAN,98.3,60,46,10,46,0,0,46,0,2.91,5,0.831,53.5,MODERATE,0,"46 of 60 passes reported accepted hazards across 10 buses; 0 potholes, 0 speed breakers, 46 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:06.600000
SEG_077,URBAN_CONNECTOR_B,URBAN,95.3,60,0,10,0,0,0,0,0,0,0,0.986,95,GOOD,1,Pristine corridor: 0 road hazards detected across 60 passes (10 unique buses).,2026-09-18T06:30:17
SEG_078,URBAN_CONNECTOR_B,URBAN,111.7,60,45,10,45,0,0,45,0,3.24,5,0.852,52.6,MODERATE,0,"45 of 60 passes reported accepted hazards across 10 buses; 0 potholes, 0 speed breakers, 45 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:11.300000
SEG_079,URBAN_CONNECTOR_B,URBAN,154.1,60,0,10,0,0,0,0,0,0,0,0.986,95,GOOD,1,Pristine corridor: 0 road hazards detected across 60 passes (10 unique buses).,2026-09-18T06:30:17
SEG_080,URBAN_CONNECTOR_B,URBAN,95.2,60,0,10,0,0,0,0,0,0,0,0.986,95,GOOD,0,Pristine corridor: 0 road hazards detected across 60 passes (10 unique buses).,2026-09-18T06:30:17
SEG_081,URBAN_CONNECTOR_B,URBAN,106.9,60,46,10,46,0,0,46,0,3.17,5,0.843,52.4,MODERATE,1,"46 of 60 passes reported accepted hazards across 10 buses; 0 potholes, 0 speed breakers, 46 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:08.300000
SEG_082,URBAN_CONNECTOR_B,URBAN,137.7,60,0,10,0,0,0,0,0,0,0,0.986,95,GOOD,1,Pristine corridor: 0 road hazards detected across 60 passes (10 unique buses).,2026-09-18T06:30:17
SEG_083,URBAN_CONNECTOR_B,URBAN,163.8,60,0,10,0,0,0,0,0,0,0,0.986,95,GOOD,0,Pristine corridor: 0 road hazards detected across 60 passes (10 unique buses).,2026-09-18T06:30:17
SEG_084,URBAN_CONNECTOR_B,URBAN,115.1,60,0,10,0,0,0,0,0,0,0,0.986,95,GOOD,0,Pristine corridor: 0 road hazards detected across 60 passes (10 unique buses).,2026-09-18T06:30:17
SEG_085,URBAN_CONNECTOR_B,URBAN,112.6,60,0,10,0,0,0,0,0,0,0,0.986,95,GOOD,0,Pristine corridor: 0 road hazards detected across 60 passes (10 unique buses).,2026-09-18T06:30:17
SEG_086,URBAN_CONNECTOR_B,URBAN,109.3,60,0,10,0,0,0,0,0,0,0,0.986,95,GOOD,1,Pristine corridor: 0 road hazards detected across 60 passes (10 unique buses).,2026-09-18T06:30:17
SEG_087,URBAN_CONNECTOR_B,URBAN,100.6,60,37,10,37,0,37,0,0,2.81,5,0.83,65.9,MODERATE,0,"37 of 60 passes reported accepted hazards across 10 buses; 0 potholes, 37 speed breakers, 0 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:07.500000
SEG_088,URBAN_CONNECTOR_B,URBAN,126.3,60,0,10,0,0,0,0,0,0,0,0.986,95,GOOD,0,Pristine corridor: 0 road hazards detected across 60 passes (10 unique buses).,2026-09-18T06:30:17
SEG_089,URBAN_CONNECTOR_B,URBAN,169.7,60,43,10,43,0,43,0,0,3.12,5,0.838,67.3,MODERATE,0,"43 of 60 passes reported accepted hazards across 10 buses; 0 potholes, 43 speed breakers, 0 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:11.100000
SEG_090,URBAN_CONNECTOR_B,URBAN,169.6,60,0,10,0,0,0,0,0,0,0,0.986,95,GOOD,0,Pristine corridor: 0 road hazards detected across 60 passes (10 unique buses).,2026-09-18T06:30:17
SEG_091,RESIDENTIAL_LINK_C,RESIDENTIAL,134.3,60,0,10,0,0,0,0,0,0,0,0.986,95,GOOD,0,Pristine corridor: 0 road hazards detected across 60 passes (10 unique buses).,2026-09-18T06:30:17
SEG_092,RESIDENTIAL_LINK_C,RESIDENTIAL,158.3,60,0,10,0,0,0,0,0,0,0,0.986,95,GOOD,1,Pristine corridor: 0 road hazards detected across 60 passes (10 unique buses).,2026-09-18T06:30:17
SEG_093,RESIDENTIAL_LINK_C,RESIDENTIAL,120.5,60,41,10,41,0,41,0,0,2.9,5,0.8320000000000001,65,MODERATE,1,"41 of 60 passes reported accepted hazards across 10 buses; 0 potholes, 41 speed breakers, 0 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:08
SEG_094,RESIDENTIAL_LINK_C,RESIDENTIAL,155.9,60,45,10,45,0,45,0,0,3.33,5,0.862,63.8,MODERATE,0,"45 of 60 passes reported accepted hazards across 10 buses; 0 potholes, 45 speed breakers, 0 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:10.600000
SEG_095,RESIDENTIAL_LINK_C,RESIDENTIAL,174,60,46,10,46,0,46,0,0,2.8,5,0.821,66.6,MODERATE,1,"46 of 60 passes reported accepted hazards across 10 buses; 0 potholes, 46 speed breakers, 0 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:08.900000
SEG_096,RESIDENTIAL_LINK_C,RESIDENTIAL,96.7,60,0,10,0,0,0,0,0,0,0,0.986,95,GOOD,1,Pristine corridor: 0 road hazards detected across 60 passes (10 unique buses).,2026-09-18T06:30:17
SEG_097,RESIDENTIAL_LINK_C,RESIDENTIAL,99.6,60,0,10,0,0,0,0,0,0,0,0.986,95,GOOD,0,Pristine corridor: 0 road hazards detected across 60 passes (10 unique buses).,2026-09-18T06:30:17
SEG_098,RESIDENTIAL_LINK_C,RESIDENTIAL,141.9,60,44,10,44,0,44,0,0,3.07,5,0.8370000000000001,64.4,MODERATE,0,"44 of 60 passes reported accepted hazards across 10 buses; 0 potholes, 44 speed breakers, 0 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:10
SEG_099,RESIDENTIAL_LINK_C,RESIDENTIAL,114.5,60,0,10,0,0,0,0,0,0,0,0.986,95,GOOD,0,Pristine corridor: 0 road hazards detected across 60 passes (10 unique buses).,2026-09-18T06:30:17
SEG_100,RESIDENTIAL_LINK_C,RESIDENTIAL,177.3,60,41,10,41,0,41,0,0,2.71,5,0.8290000000000001,70.8,MODERATE,1,"41 of 60 passes reported accepted hazards across 10 buses; 0 potholes, 41 speed breakers, 0 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:10.700000
SEG_101,RESIDENTIAL_LINK_C,RESIDENTIAL,98.7,60,60,10,65,0,11,0,54,3.09,5,0.843,47.6,POOR,0,"60 of 60 passes reported accepted hazards across 10 buses; 0 potholes, 11 speed breakers, 0 broken patches, and 54 roughness events contributed to the condition estimate.",2026-09-20T09:21:08.400000
SEG_102,RESIDENTIAL_LINK_C,RESIDENTIAL,106.8,60,0,10,0,0,0,0,0,0,0,0.986,95,GOOD,0,Pristine corridor: 0 road hazards detected across 60 passes (10 unique buses).,2026-09-18T06:30:17
SEG_103,RESIDENTIAL_LINK_C,RESIDENTIAL,149.4,60,0,10,0,0,0,0,0,0,0,0.986,95,GOOD,1,Pristine corridor: 0 road hazards detected across 60 passes (10 unique buses).,2026-09-18T06:30:17
SEG_104,RESIDENTIAL_LINK_C,RESIDENTIAL,133.1,60,43,10,43,0,43,0,0,2.88,5,0.8290000000000001,65,MODERATE,0,"43 of 60 passes reported accepted hazards across 10 buses; 0 potholes, 43 speed breakers, 0 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:09.200000
SEG_105,RESIDENTIAL_LINK_C,RESIDENTIAL,140.2,60,42,10,42,0,42,0,0,2.83,5,0.8340000000000001,66.7,MODERATE,0,"42 of 60 passes reported accepted hazards across 10 buses; 0 potholes, 42 speed breakers, 0 broken patches, and 0 roughness events contributed to the condition estimate.",2026-09-20T09:21:10.500000
